utterance_id,utterance_text,is_check_worthy_claim,relevance_level
2465482,Hello and welcome to this podcast from the BBC World Service.,False,
2465483,Please let the BBC World Service know what you think and tell other people about the BBC World Service on social media.,False,
2465484,Podcasts from the BBC World Service are supported by advertising.,False,Low
2465485,How does AI even work?,False,
2465486,Where does creativity come from?,False,
2465487,What's the secret to living longer?,False,
2465488,TED Radio Hour explores the biggest questions with some of the world's greatest thinkers.,False,
2465489,"some of the world's greatest thinkers will surprise, challenge and even change you.",False,
2465490,Listen to TED Radio Hour wherever you get your podcasts.,False,
2465491,"We would all like some quick and simple ways to improve our health, but we're inundated with often conflicting advice.",False,
2465492,"So if you were going to try just one thing to improve your mental and physical wellbeing, what should just one thing be?",False,
2465493,Perhaps the martial art of Tai Chi to improve your immune system.,False,
2465494,Maybe a few nuts to slow ageing.,False,
2465495,Or how about cleaning your teeth to give your brain a boost?,False,
2465496,"I'm Dr Michael Moseley and this podcast from the BBC World Service is Just One Thing, where each episode we'll explore one thing you can start doing today to improve your health or life in ways you might not expect.",False,
2465497,"Nuts often get a bad press because Nuts are high in fat, and Nuts can cause life-threatening allergies, which is why Nuts are rightly banned from places like schools and nurseries.",True,High
2465498,"But if, like me, you're able to eat nuts, this is definitely one thing you should start doing today.",False,
2465499,nuts are amazing little nutritional powerhouses.,False,High
2465500,"When we eat nuts, we get lots of fibre and, importantly, compounds called polyphenols, which feed our gut bacteria and can reduce inflammation.",True,High
2465501,Eating nuts has even been linked to a longer life.,True,High
2465502,nuts give you lots of good fats and we'll discuss some surprising new research on how nuts can trim your waistline and even boost your brainpower.,True,High
2465503,"First though, I'm going to chat with Emma, who is a journalist from Surrey.",False,
2465504,"Let's see if a handful of nuts a day is just one thing Emma, who is a journalist from Surrey can fit into Emma, who is a journalist from Surrey's diet.",False,
2465505,"Hi, Emma, who is a journalist from Surrey.",False,
2465506,"Hi, Mike.",False,
2465507,Confessions time.,False,
2465508,Are you a snacker?,False,
2465509,"Yes, Mike definitely am.",False,
2465510,Mike'm a bit of a chocoholic.,False,
2465511,"Anything involving chocolate, even if Anything involving chocolate's chocolate-covered rice cakes or chocolate buttons.",False,
2465512,"Emma, who is a journalist from Surrey can feel Emma, who is a journalist from Surrey's mouth salivating.",False,
2465513,I'm a huge fan.,False,
2465514,"Do Emma, who is a journalist from Surrey have chocolate-covered rice cakes or chocolate buttons in the house?",False,
2465515,"Emma, who is a journalist from Surrey try and avoid it, but inevitably, if Emma, who is a journalist from Surrey've got a big deadline, Emma, who is a journalist from Surrey'll nip off to the shops to get something sweet.",False,
2465516,"Emma, who is a journalist from Surrey's eating habits are not as healthy as My eating habits should be, and Emma, who is a journalist from Surrey tend to crash in terms of energy levels quite regularly through the day.",False,
2465517,"Emma, who is a journalist from Surrey think Emma, who is a journalist from Surrey'm relying too much on sugar.",False,
2465518,"Okay, so Emma, who is a journalist from Surrey, Mike'm going to ask Emma, who is a journalist from Surrey to do a hard thing.",False,
2465519,"Mike'm going to ask Emma, who is a journalist from Surrey to put aside Emma, who is a journalist from Surrey's regular snacks and have a small handful of nuts a day.",False,
2465520,"So a small handful of nuts a day's about 30 grams if Emma, who is a journalist from Surrey want to weigh them out.",False,
2465521,a small handful of nuts a day is a substitute.,False,
2465522,a small handful of nuts a day is not in addition.,False,
2465523,"Emma, who is a journalist from Surrey'll do Emma, who is a journalist from Surrey's best.",False,
2465524,"This could be a breakthrough for Emma, who is a journalist from Surrey.",False,
2465525,"Mike've asked Emma, who is a journalist from Surrey to swap Emma, who is a journalist from Surrey's usual sweet treats for a handful of nuts every day for a week.",False,
2465526,"We'll see if Emma, who is a journalist from Surrey's cracked it later this week.",False,
2465527,"The nutty thing, botanically speaking, is that most of the nuts we like to eat aren't actually nuts, which are defined as a dry fruit with a single seed encased in a hard shell.",True,Low
2465528,"Based on this definition, chestnuts and hazelnuts are true nuts, while almonds and cashews are classified as droops.",True,Low
2465529,almonds and cashews have a fleshy outer layer.,False,Low
2465530,"Whether almonds and cashews are true nuts or droops, almonds and cashews are still packed full of good things like unsaturated fats, fibre and protein, as well as a number of compounds with antioxidant and anti-inflammatory properties, all of which are good for you.",True,High
2465531,"So good, almonds and cashews may even slow the ageing process at the cellular level by preserving our telomeres.",True,High
2465532,our telomeres are the protective caps at the ends of your chromosomes.,True,Low
2465533,"As we get older, our telomeres gradually shrink.",True,Low
2465534,"Eventually, the telomeres get too short to do the telomeres's job and our cells can't function properly.",True,Low
2465535,"The longer our telomeres are, the younger your DNA is, and several studies have found a link between eating nuts and retaining the length of our telomeres.",True,High
2465536,"As well as keeping your telomeres in good shape, eating nuts may reduce your risk of a whole range of diseases, including cancer, diabetes and heart disease.",True,High
2465537,"A five-year Spanish intervention study involving over 7,000 older adults found that the group who were asked to eat nuts more than three times a week were over 40% less likely to die from cancer and 55% less likely from heart disease, compared to the control group who didn't.",True,High
2465538,"And that was after controlling for other lifestyle factors like alcohol consumption, physical activity and smoking.",False,
2465539,Those are some big numbers and you don't need to go nuts.,False,
2465540,A handful a day is plenty.,False,
2465541,One thing that puts people off nuts is the fact that some are about 70% fat.,False,Medium
2465542,"But it's unsaturated fats, the sort that can actually benefit your heart health.",False,High
2465543,"A massive study involving more than 300,000 people found that eating more nuts is associated with reduced weight gain over a five-year period, as well as a lower risk of becoming overweight or obese.",True,High
2465544,And do bear in mind the human brain is about 60% fat.,True,Low
2465545,Our brains need fat to work well.,True,Low
2465546,New research shows that eating nuts can actually give your thinking skills a boost.,True,High
2465547,How?,False,
2465548,"Well, we'll crack into that with an expert in a moment.",False,
2465549,"But first, let's find out how Emma, who is a journalist from Surrey is getting on.",False,
2465550,So this is day four of Mike's nut snack adventure.,False,
2465551,Mike'm really enjoying my nut snack adventure so far.,False,
2465552,"Emma, who is a journalist from Surrey weigh out Emma, who is a journalist from Surrey's nuts in the morning.",False,
2465553,"Emma, who is a journalist from Surrey've been eating my nuts generally at around 11 o'clock, so as a morning snack.",False,
2465554,Emma do find my nuts quite good to munch on.,False,
2465555,Emma have been finding nuts quite satisfying.,False,
2465556,"Yeah, so midway through",False,
2465557,"Yeah, so midway through and we'll keep going to the end of the week.",False,
2465558,It sounds like Emma has found it easy to swap out Emma's sugary treats for nutty snacks.,False,
2465559,So Emma'm keen to see if Emma sticks with it.,False,
2465560,"But first, let's choose some nutty fat with an expert.",False,
2465561,Hello there.,False,
2465562,"Hi, Michael.",False,
2465563,How are Michael?,False,
2465564,"Very good, thanks.",False,
2465565,"Now, Michael can understand why nuts are good for Michael's diet, but tell Michael why nuts are good for Michael's brain.",False,
2465566,nuts are good for our cognitive function.,True,High
2465567,So this was based on a study that we published recently in 2021.,False,
2465568,We compared the nut intake and cognitive function of over 1800 older adults in America.,False,
2465569,"We found that older adults who consume nuts, about 15 to 30 grams per day, perform significantly better in terms of older adults who consume nuts, about 15 to 30 grams per day's short-term memory, fluency, processing speed, and also attention.",True,High
