utterance_id,utterance_text,CW_claim_count,Not_CW_claim_count,majority_claim
2465657,Hello and welcome to this podcast from the BBC World Service.,3,5,Not Checkworthy
2465658,Please let the BBC World Service know what you think and tell other people about the BBC World Service on social media.,2,3,Not Checkworthy
2465659,Podcasts from the BBC World Service are supported by advertising.,1,4,Not Checkworthy
2465660,How does AI even work?,2,4,Not Checkworthy
2465661,Where does creativity come from?,1,3,Not Checkworthy
2465662,What's the secret to living longer?,3,3,Checkworthy
2465663,TED Radio Hour explores the biggest questions with some of the world's greatest thinkers.,3,3,Checkworthy
2465664,"some of the world's greatest thinkers will surprise, challenge and even change you.",1,3,Not Checkworthy
2465665,Listen to TED Radio Hour wherever you get your podcasts.,1,3,Not Checkworthy
2465666,"We would all like some quick and simple ways to improve our health, but we're inundated with often conflicting advice.",1,3,Not Checkworthy
2465667,"So if you were going to try just one thing to improve your mental and physical well-being, what should just one thing be?",1,4,Not Checkworthy
2465668,Perhaps the martial art of Tai Chi to improve your immune system.,1,3,Not Checkworthy
2465669,Maybe a few nuts to slow aging.,0,3,Not Checkworthy
2465670,Or how about cleaning your teeth to give your brain a boost?,0,3,Not Checkworthy
2465671,"I'm Dr Michael Moseley and this podcast from the BBC World Service is Just One Thing, where each episode we'll explore one thing you can start doing today to improve your health or life in ways you might not expect.",2,2,Checkworthy
2465672,"More about those and the sort of benefits you get from doing them in our episodes on Intelligent Exercises and Eccentric Exercises, which are both available on BBC Sounds.",3,2,Checkworthy
2465673,"God, that's knackering.",2,3,Not Checkworthy
2465674,"But I haven't tried using weights before, and I had to borrow these from one of my sons.",1,4,Not Checkworthy
2465675,Woo!,1,4,Not Checkworthy
2465676,This is tough.,2,3,Not Checkworthy
2465677,"For me, when I think of weightlifting, I get this image of bodybuilders pumping huge barbells in the gym, and that really is not my style.",3,3,Checkworthy
2465678,"Right, done.",1,4,Not Checkworthy
2465679,"Recent evidence suggests that muscle-strengthening exercises for only a few minutes a day can confer some remarkable health benefits, boosting your immune system and even your brain.",2,2,Checkworthy
2465680,It is counterintuitive.,1,3,Not Checkworthy
2465681,Just building that brawn can also build your brain and protect your white matter.,2,1,Checkworthy
2465682,So how about pumping some iron?,0,3,Not Checkworthy
2465683,"I'll be speaking to Jenny from Manchester, and I want to see if some strength training is just one thing Jenny from Manchester'd like to try.",0,3,Not Checkworthy
2465684,"Hi there, Jenny from Manchester.",0,2,Not Checkworthy
2465685,"Hi, Michael.",0,2,Not Checkworthy
2465686,Good to speak to you.,0,2,Not Checkworthy
2465687,"Now, what kind of exercise do Jenny from Manchester normally do?",0,2,Not Checkworthy
2465688,"Jenny from Manchester have to be honest, the only exercise Jenny from Manchester do is housework.",0,2,Not Checkworthy
2465689,So really no exercise at all apart from day-to-day activity.,0,2,Not Checkworthy
2465690,"Right, now what Michael'm going to ask Jenny from Manchester to do is consider weightlifting.",1,1,Checkworthy
2465691,Have Jenny from Manchester ever done weightlifting before?,0,2,Not Checkworthy
2465692,Jenny from Manchester've never done weightlifting in Jenny from Manchester's life.,0,2,Not Checkworthy
2465693,What does it conjure up?,0,2,Not Checkworthy
