utterance_id,text,factiverse_claim,CW_claim_count,Not_CW_claim_count,majority_claim,output_matched
2465829,Hello and welcome to this podcast from the BBC World Service.,Not Checkworthy,0,0,,
2465830,Please let us know what you think and tell other people about us on social media.,Not Checkworthy,0,0,,
2465831,Podcasts from the BBC World Service are supported by advertising.,Not Checkworthy,0,0,,
2465832,How does AI even work?,Not Checkworthy,0,0,,
2465833,Where does creativity come from?,Not Checkworthy,0,0,,
2465834,What's the secret to living longer?,Not Checkworthy,0,0,,
2465835,TED Radio Hour explores the biggest questions with some of the world's greatest thinkers.,Not Checkworthy,0,0,,
2465836,"They will surprise, challenge and even change you.",Not Checkworthy,0,0,,
2465837,Listen to NPR's TED Radio Hour wherever you get your podcasts.,Not Checkworthy,0,0,,
2465838,"We would all like some quick and simple ways to improve our health, but we're inundated with often conflicting advice.",Not Checkworthy,0,0,,
2465839,"So if you were going to try just one thing to improve your mental and physical well-being, what should it be?",Not Checkworthy,0,0,,
2465840,Perhaps the martial art of Tai Chi to improve your immune system.,Not Checkworthy,0,0,,
2465841,Maybe a few nuts to slow aging.,Not Checkworthy,0,0,,
2465842,Or how about cleaning your teeth to give your brain a boost?,Not Checkworthy,0,0,,
2465843,"I'm Dr Michael Moseley and this is Just One Thing, where each episode will explore one thing you can start doing today to improve your health or life in ways you might not expect.",Not Checkworthy,0,0,,
2465844,I'm at my bathroom sink,Not Checkworthy,0,0,,
2465845,"and I've just finished off doing something that should not only reduce my risk of tooth decay, but may also protect my heart and my brain.",Checkworthy,0,0,,
2465846,"And as you probably guessed, I've just been brushing my teeth.",Not Checkworthy,0,0,,
2465847,Now doing this twice a day after using an interdental brush or some floss to remove the bits of debris between my teeth should benefit my overall health in some surprising ways.,Not Checkworthy,0,0,,
2465848,"And to see just how good a job I've done, I'm going to chew on a plaque-disclosing tablet.",Not Checkworthy,0,0,,
2465849,Now here it is and here you go.,Not Checkworthy,0,0,,
2465850,"This should cut up the sticky film of bacteria, otherwise known as plaque, which I've missed.",Not Checkworthy,0,0,,
2465851,And let's see.,Not Checkworthy,0,0,,
2465852,"Oh god, that's not good.",Not Checkworthy,0,0,,
2465853,There's lots of kind of blue in my mouth and a particularly big bit of blue between my teeth.,Checkworthy,0,0,,
2465854,That must be an area where I missed when I was brushing.,Not Checkworthy,0,0,,
2465855,But at least I am giving it a go.,Not Checkworthy,0,0,,
2465856,"Here in the UK, a quarter of all adults don't brush their teeth twice a day.",Checkworthy,0,0,,
