utterance_id,text,factiverse_claim,CW_claim_count,Not_CW_claim_count,majority_claim,output_matched
2461333,"Welcome back to the Ancient Health Podcast, where we educate you on real health solutions that will help transform the way you live, feel, and overcome disease naturally.",Not Checkworthy,0,0,,
2461334,"I'm your host, Courtney Versage, along with Dr. Josh Axe and Dr. Chris Motley.",Not Checkworthy,0,0,,
2461335,We're so happy you've joined us.,Not Checkworthy,0,0,,
2461336,Let's dive into today's episode.,Not Checkworthy,0,0,,
2461337,"Hey, everybody.",Not Checkworthy,0,0,,
2461338,Welcome back.,Not Checkworthy,0,0,,
2461339,This is the Ancient Health Podcast.,Not Checkworthy,0,0,,
2461340,"My name is Courtney, and I'm so glad that you've joined me today.",Not Checkworthy,0,0,,
2461341,"I have to be honest, I have a special guest in the studio with me today.",Not Checkworthy,0,0,,
2461342,This is his first podcast.,Not Checkworthy,0,0,,
2461343,He might be a little bit nervous.,Not Checkworthy,0,0,,
2461344,"So far, he has tried to escape two different times, and he's being forced against his will to join me.",Checkworthy,0,0,,
2461345,This is not actually a human guest.,Not Checkworthy,0,0,,
2461346,This is Bodhi.,Not Checkworthy,0,0,,
2461347,I would say that he's a dog.,Not Checkworthy,0,0,,
2461348,"Maybe by genetics, he is a dog.",Not Checkworthy,0,0,,
2461349,"But if you're needing a visual, Bodhi is somewhat of a combination of the squirrel from Ice Age.",Not Checkworthy,0,0,,
2461350,You know the one with the big eyes that's always running around with the nut that he carries around?,Not Checkworthy,0,0,,
2461351,He's kind of like half that.,Not Checkworthy,0,0,,
2461352,"And then if you are familiar, if you have kids and you know the movie, Lilo and Stitch, he is Stitch, kind of crazy, also big eyes, kind of a big head, big ears.",Checkworthy,0,0,,
2461353,"So if you're walking, if you're out listening to this, you cannot see Bodhi, that's kind of a good visual for you.",Not Checkworthy,0,0,,
2461354,So he's quite the character.,Not Checkworthy,0,0,,
2461355,"But I bring him on today not because Dr. Motley is unavailable to join me for this podcast and he's the stand-in, but because we're actually talking about our pets.",Not Checkworthy,0,0,,
2461356,"We're going to talk about how dogs, specifically cats, they kind of fit the bill too.",Not Checkworthy,0,0,,
2461357,But some of the data that we're going to look at really looks at the influence of dogs in the house on our microbiome.,Not Checkworthy,0,0,,
2461358,And what's interesting is that animals really have always lived with humans.,Not Checkworthy,0,0,,
2461359,"Up until this really industrialized age, we've always cohabitated because we've relied on animals for...",Checkworthy,0,0,,
2461360,"Yeah, Bodhi.",Not Checkworthy,0,0,,
2461361,Okay.,Not Checkworthy,0,0,,
2461362,He's so excited to be here.,Not Checkworthy,0,0,,
2461363,I'm glad he finally spoke up.,Not Checkworthy,0,0,,
2461364,He's a little shy.,Not Checkworthy,0,0,,
2461365,But we've always grown up with animals because animals have been a part of how we live.,Not Checkworthy,0,0,,
2461366,"We utilize them for food, we utilize them to help manage crops, to ultimately regenerate our soil.",Not Checkworthy,0,0,,
2461367,"There's so many purposes for animals beyond just their companionship, which is a great benefit to our health too.",Not Checkworthy,0,0,,
2461368,"And this episode, we're not going to talk about that specifically, maybe we'll do another one.",Not Checkworthy,0,0,,
2461369,But what I want to focus on is how pets can influence your microbiome because they bring so much to the table.,Not Checkworthy,0,0,,
2461370,"If you think about our animals, they're actually out making contact with the dirt and the soil and they're bringing that into our house.",Checkworthy,0,0,,
2461371,"So animals are bringing things in from the outdoors, things that we normally wouldn't be probably exposed to.",Not Checkworthy,0,0,,
2461372,Most of us aren't running around our yard and putting our hands in the dirt.,Not Checkworthy,0,0,,
2461373,We're not really even grounding.,Not Checkworthy,0,0,,
2461374,We're just inside these sterile environments.,Not Checkworthy,0,0,,
2461375,We're not getting access to nature.,Not Checkworthy,0,0,,
2461376,And animals actually bring a lot of that into our homes.,Not Checkworthy,0,0,,
2461377,But a lot of the studies that have been done on the influence of dogs on our health really relate to children.,Checkworthy,0,0,,
2461378,"And I found this so fascinating because there are a lot of people that maybe have kids and they also have pets or maybe think that, hey, the pets might be a problem for my child.",Not Checkworthy,0,0,,
2461379,What if my dog gets my child sick?,Not Checkworthy,0,0,,
2461380,What if my cat gets my child sick?,Not Checkworthy,0,0,,
2461381,"And yes, you're exactly right to have concern because animals do have the ability to carry parasites and worms and things like that.",Not Checkworthy,0,0,,
2461382,But what you've got to realize too is that they bring a lot of microbial diversity.,Not Checkworthy,0,0,,
2461383,And that's something that your child can share from.,Not Checkworthy,0,0,,
2461384,"Because in those early years, the first years, we're talking from infancy and birth all the way up to the first two and three years, their microbiome is heavily influenced by the environment that they're raised in.",Not Checkworthy,0,0,,
2461385,And so I want to bring to light a couple of things.,Not Checkworthy,0,0,,
2461386,"This might be something to consider, especially if maybe you're starting a family, maybe you have children, maybe you have a spouse that doesn't love animals.",Not Checkworthy,0,0,,
2461387,"I'm not going to say that Bodhi is unloved in this house, but I can tell you that he has more love from some of us than he does others.",Not Checkworthy,0,0,,
2461388,"He's also, okay, just a side note, Bodhi is like one and a half years old.",Checkworthy,0,0,,
2461389,He's completely untrained.,Not Checkworthy,0,0,,
2461390,"He doesn't know a single command, and he pretty much does whatever he wants.",Not Checkworthy,0,0,,
2461391,So I'm okay with it.,Not Checkworthy,0,0,,
2461392,I have all the love in the world for him.,Not Checkworthy,0,0,,
2461393,He's like my sidekick.,Not Checkworthy,0,0,,
2461394,"However, not everybody feels the same way about Bodhi, including other family members.",Not Checkworthy,0,0,,
2461395,"He gets love from me, but I feel like that's enough.",Not Checkworthy,0,0,,
2461396,And he and I have a very strong bond and relationship.,Not Checkworthy,0,0,,
