utterance_id,text,factiverse_claim,CW_claim_count,Not_CW_claim_count,majority_claim,output_matched
2462733,"Hello, and welcome to Zoe Shorts, the bite-sized podcast where we discuss one topic around science and nutrition.",Not Checkworthy,3,4,Not Checkworthy,True
2462734,"I'm Jonathan Wolfe, and today I'm joined by Dr. Sarah Berry.",Checkworthy,1,3,Not Checkworthy,False
2462735,And today's subject is nuts.,Not Checkworthy,0,4,Not Checkworthy,True
2462736,"And Jonathan, this is a subject I absolutely love.",Not Checkworthy,0,3,Not Checkworthy,True
2462737,I've done loads of interventional human studies measuring the effects of eating nuts on people's health.,Checkworthy,1,2,Not Checkworthy,False
2462738,"Well, the good news is we had lots of listeners worried that nuts are full of fat and therefore are bad for you.",Checkworthy,1,2,Not Checkworthy,False
2462739,"Well, I hope that they'll be very surprised by what we're about to discuss then.",Not Checkworthy,0,3,Not Checkworthy,True
2462740,Good.,Not Checkworthy,0,2,Not Checkworthy,True
2462741,Let's go nuts.,Not Checkworthy,0,2,Not Checkworthy,True
2462742,Sorry about that.,Not Checkworthy,0,2,Not Checkworthy,True
2462743,"Right, so it's important before we get into the nutritional value of nuts to point out that there's lots of different ways of consuming nuts.",Not Checkworthy,2,0,Checkworthy,False
2462744,"But on average, our consumption of nuts and seeds in the UK is about six grams per day, which doesn't sound like lots, but that's because we have a lot of people don't consume nuts at all.",Checkworthy,3,0,Checkworthy,True
2462745,And that also includes nut butters.,Not Checkworthy,2,0,Checkworthy,False
2462746,"To put that in perspective, one portion of nuts is around 30 grams, and that's roughly a small handful of nuts.",Checkworthy,2,0,Checkworthy,True
2462747,"So six grams is literally just a couple of nuts a day then, Sarah?",Checkworthy,1,1,Checkworthy,True
2462748,"Yeah, that's right, Jonathan.",Not Checkworthy,1,0,Checkworthy,False
2462749,Which is a shame because I know they're packed full of nutrients.,Not Checkworthy,1,1,Checkworthy,False
2462750,"In fact, I've heard Tim describe the nut as a tree egg.",Checkworthy,1,1,Checkworthy,True
2462751,"And Sarah, you know how much you like the nutrients in eggs?",Not Checkworthy,0,3,Not Checkworthy,True
2462752,"Yeah, absolutely.",Not Checkworthy,0,2,Not Checkworthy,True
2462753,And mixed nuts contain so many great nutrients.,Not Checkworthy,2,0,Checkworthy,False
2462754,"They contain fibre, they contain vitamin E, magnesium, selenium.",Checkworthy,1,0,Checkworthy,True
2462755,"And nuts are also very high in fat, but they're particularly high in monounsaturated fats, which we know are the healthy type of fats.",Checkworthy,2,0,Checkworthy,True
2462756,"So Sarah, let's get into the nuts and bolts of things, shall we?",Not Checkworthy,0,2,Not Checkworthy,True
2462757,Oh my gosh.,Not Checkworthy,0,2,Not Checkworthy,True
2462758,I've got loads more of these today.,Checkworthy,0,1,Not Checkworthy,False
2462759,It's a great one.,Not Checkworthy,0,1,Not Checkworthy,True
2462760,How do nuts affect our health then?,Not Checkworthy,1,0,Checkworthy,False
2462761,"In particular, I've read that nuts might be good for our hearts.",Checkworthy,3,0,Checkworthy,True
2462762,"Yeah, nuts do lots of great things that help our heart health.",Not Checkworthy,1,0,Checkworthy,False
2462763,"So in particular, nuts can decrease our bad LDL cholesterol, and they can also decrease our blood triglyceride concentrations.",Not Checkworthy,2,0,Checkworthy,False
2462764,And this means that nuts might help to lower the risk of both heart disease and stroke.,Not Checkworthy,2,0,Checkworthy,False
